"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT","Compradores","Vendedores","Saldo"
"13/07/2022","15:58:32","99.330,0000","99.405,0000","99.320,0000","99.405,0000","98.670,0000","21.850,0000","-13.000,0000","8.850,0000"
"13/07/2022","15:58:18","99.255,0000","99.330,0000","99.255,0000","99.330,0000","98.670,0000","14.996,0000","-3.931,0000","11.065,0000"
"13/07/2022","15:56:41","99.180,0000","99.255,0000","99.115,0000","99.255,0000","98.670,0000","24.740,0000","-23.339,0000","1.401,0000"
"13/07/2022","15:56:09","99.255,0000","99.260,0000","99.180,0000","99.180,0000","98.670,0000","5.644,0000","-14.764,0000","-9.120,0000"
"13/07/2022","15:52:10","99.330,0000","99.370,0000","99.255,0000","99.255,0000","98.670,0000","26.252,0000","-30.158,0000","-3.906,0000"
"13/07/2022","15:51:39","99.405,0000","99.410,0000","99.330,0000","99.330,0000","98.670,0000","3.696,0000","-5.849,0000","-2.153,0000"
"13/07/2022","15:49:26","99.330,0000","99.405,0000","99.315,0000","99.405,0000","98.670,0000","24.940,0000","-17.130,0000","7.810,0000"
"13/07/2022","15:49:00","99.405,0000","99.445,0000","99.330,0000","99.330,0000","98.670,0000","4.917,0000","-14.800,0000","-9.883,0000"
"13/07/2022","15:47:11","99.480,0000","99.485,0000","99.405,0000","99.405,0000","98.670,0000","8.216,0000","-9.946,0000","-1.730,0000"
"13/07/2022","15:44:19","99.405,0000","99.480,0000","99.375,0000","99.480,0000","98.670,0000","25.086,0000","-22.238,0000","2.848,0000"
"13/07/2022","15:42:03","99.480,0000","99.485,0000","99.405,0000","99.405,0000","98.670,0000","11.198,0000","-19.203,0000","-8.005,0000"
"13/07/2022","15:39:51","99.555,0000","99.560,0000","99.480,0000","99.480,0000","98.670,0000","11.533,0000","-14.069,0000","-2.536,0000"
"13/07/2022","15:37:26","99.480,0000","99.555,0000","99.450,0000","99.555,0000","98.670,0000","16.458,0000","-12.549,0000","3.909,0000"
"13/07/2022","15:34:28","99.555,0000","99.595,0000","99.480,0000","99.480,0000","98.670,0000","18.383,0000","-26.099,0000","-7.716,0000"
"13/07/2022","15:33:10","99.480,0000","99.555,0000","99.450,0000","99.555,0000","98.670,0000","14.078,0000","-13.680,0000","398,0000"
"13/07/2022","15:31:08","99.555,0000","99.590,0000","99.480,0000","99.480,0000","98.670,0000","18.273,0000","-22.048,0000","-3.775,0000"
"13/07/2022","15:30:52","99.480,0000","99.555,0000","99.470,0000","99.555,0000","98.670,0000","4.802,0000","-3.995,0000","807,0000"
"13/07/2022","15:30:03","99.555,0000","99.565,0000","99.480,0000","99.480,0000","98.670,0000","8.425,0000","-10.463,0000","-2.038,0000"
"13/07/2022","15:29:10","99.480,0000","99.555,0000","99.445,0000","99.555,0000","98.670,0000","17.584,0000","-9.554,0000","8.030,0000"
"13/07/2022","15:25:26","99.405,0000","99.480,0000","99.345,0000","99.480,0000","98.670,0000","34.075,0000","-30.552,0000","3.523,0000"
"13/07/2022","15:24:00","99.480,0000","99.485,0000","99.405,0000","99.405,0000","98.670,0000","11.252,0000","-16.803,0000","-5.551,0000"
"13/07/2022","15:23:47","99.405,0000","99.480,0000","99.390,0000","99.480,0000","98.670,0000","13.505,0000","-3.652,0000","9.853,0000"
"13/07/2022","15:20:51","99.330,0000","99.405,0000","99.280,0000","99.405,0000","98.670,0000","23.221,0000","-17.189,0000","6.032,0000"
"13/07/2022","15:19:18","99.255,0000","99.330,0000","99.250,0000","99.330,0000","98.670,0000","17.974,0000","-10.520,0000","7.454,0000"
"13/07/2022","15:18:45","99.180,0000","99.255,0000","99.160,0000","99.255,0000","98.670,0000","10.663,0000","-6.964,0000","3.699,0000"
"13/07/2022","15:17:03","99.255,0000","99.315,0000","99.180,0000","99.180,0000","98.670,0000","18.654,0000","-28.536,0000","-9.882,0000"
"13/07/2022","15:13:30","99.330,0000","99.390,0000","99.255,0000","99.255,0000","98.670,0000","40.623,0000","-41.727,0000","-1.104,0000"
"13/07/2022","15:10:42","99.255,0000","99.330,0000","99.215,0000","99.330,0000","98.670,0000","24.290,0000","-18.339,0000","5.951,0000"
"13/07/2022","15:08:39","99.180,0000","99.255,0000","99.145,0000","99.255,0000","98.670,0000","27.748,0000","-24.688,0000","3.060,0000"
"13/07/2022","15:07:45","99.255,0000","99.280,0000","99.180,0000","99.180,0000","98.670,0000","7.782,0000","-13.907,0000","-6.125,0000"
"13/07/2022","15:07:11","99.330,0000","99.340,0000","99.255,0000","99.255,0000","98.670,0000","4.933,0000","-5.390,0000","-457,0000"
"13/07/2022","15:06:21","99.255,0000","99.330,0000","99.225,0000","99.330,0000","98.670,0000","9.903,0000","-11.272,0000","-1.369,0000"
"13/07/2022","15:06:11","99.330,0000","99.340,0000","99.255,0000","99.255,0000","98.670,0000","3.138,0000","-6.376,0000","-3.238,0000"
"13/07/2022","15:05:41","99.255,0000","99.330,0000","99.220,0000","99.330,0000","98.670,0000","11.622,0000","-4.512,0000","7.110,0000"
"13/07/2022","15:04:00","99.180,0000","99.255,0000","99.115,0000","99.255,0000","98.670,0000","37.098,0000","-35.349,0000","1.749,0000"
"13/07/2022","15:03:34","99.255,0000","99.275,0000","99.180,0000","99.180,0000","98.670,0000","7.365,0000","-14.306,0000","-6.941,0000"
"13/07/2022","15:02:38","99.330,0000","99.340,0000","99.255,0000","99.255,0000","98.670,0000","10.253,0000","-10.404,0000","-151,0000"
"13/07/2022","15:02:12","99.255,0000","99.330,0000","99.250,0000","99.330,0000","98.670,0000","6.344,0000","-3.907,0000","2.437,0000"
"13/07/2022","15:01:54","99.330,0000","99.340,0000","99.255,0000","99.255,0000","98.670,0000","5.348,0000","-9.379,0000","-4.031,0000"
"13/07/2022","15:01:25","99.255,0000","99.330,0000","99.220,0000","99.330,0000","98.670,0000","13.603,0000","-13.555,0000","48,0000"
"13/07/2022","15:00:50","99.330,0000","99.365,0000","99.255,0000","99.255,0000","98.670,0000","15.278,0000","-19.076,0000","-3.798,0000"
"13/07/2022","15:00:45","99.405,0000","99.405,0000","99.330,0000","99.330,0000","98.670,0000","1.705,0000","-2.611,0000","-906,0000"
"13/07/2022","15:00:29","99.330,0000","99.405,0000","99.265,0000","99.405,0000","98.670,0000","10.766,0000","-16.146,0000","-5.380,0000"
"13/07/2022","15:00:07","99.405,0000","99.450,0000","99.330,0000","99.330,0000","98.670,0000","13.500,0000","-18.877,0000","-5.377,0000"
"13/07/2022","15:00:04","99.480,0000","99.485,0000","99.405,0000","99.405,0000","98.670,0000","1.095,0000","-6.510,0000","-5.415,0000"
"13/07/2022","14:58:12","99.555,0000","99.575,0000","99.480,0000","99.480,0000","98.670,0000","12.179,0000","-12.466,0000","-287,0000"
"13/07/2022","14:54:55","99.480,0000","99.555,0000","99.425,0000","99.555,0000","98.670,0000","32.006,0000","-31.645,0000","361,0000"
"13/07/2022","14:53:43","99.555,0000","99.575,0000","99.480,0000","99.480,0000","98.670,0000","7.283,0000","-18.869,0000","-11.586,0000"
"13/07/2022","14:48:53","99.630,0000","99.655,0000","99.555,0000","99.555,0000","98.670,0000","29.982,0000","-34.453,0000","-4.471,0000"
"13/07/2022","14:48:19","99.555,0000","99.630,0000","99.550,0000","99.630,0000","98.670,0000","12.424,0000","-5.284,0000","7.140,0000"
"13/07/2022","14:45:18","99.480,0000","99.555,0000","99.470,0000","99.555,0000","98.670,0000","18.506,0000","-17.170,0000","1.336,0000"
"13/07/2022","14:44:42","99.555,0000","99.595,0000","99.480,0000","99.480,0000","98.670,0000","12.341,0000","-12.140,0000","201,0000"
"13/07/2022","14:42:08","99.480,0000","99.555,0000","99.435,0000","99.555,0000","98.670,0000","24.954,0000","-14.384,0000","10.570,0000"
"13/07/2022","14:39:01","99.405,0000","99.480,0000","99.345,0000","99.480,0000","98.670,0000","34.619,0000","-28.230,0000","6.389,0000"
"13/07/2022","14:35:27","99.480,0000","99.495,0000","99.405,0000","99.405,0000","98.670,0000","29.992,0000","-35.825,0000","-5.833,0000"
"13/07/2022","14:32:49","99.555,0000","99.595,0000","99.480,0000","99.480,0000","98.670,0000","22.950,0000","-26.300,0000","-3.350,0000"
"13/07/2022","14:31:59","99.480,0000","99.555,0000","99.470,0000","99.555,0000","98.670,0000","9.833,0000","-6.801,0000","3.032,0000"
"13/07/2022","14:24:01","99.555,0000","99.610,0000","99.480,0000","99.480,0000","98.670,0000","52.189,0000","-58.872,0000","-6.683,0000"
"13/07/2022","14:18:33","99.480,0000","99.555,0000","99.440,0000","99.555,0000","98.670,0000","44.240,0000","-35.224,0000","9.016,0000"
"13/07/2022","14:17:01","99.555,0000","99.570,0000","99.480,0000","99.480,0000","98.670,0000","12.499,0000","-21.769,0000","-9.270,0000"
"13/07/2022","14:16:19","99.630,0000","99.640,0000","99.555,0000","99.555,0000","98.670,0000","7.778,0000","-15.716,0000","-7.938,0000"
"13/07/2022","14:14:09","99.705,0000","99.740,0000","99.630,0000","99.630,0000","98.670,0000","19.838,0000","-20.152,0000","-314,0000"
"13/07/2022","14:11:41","99.630,0000","99.705,0000","99.585,0000","99.705,0000","98.670,0000","22.620,0000","-14.847,0000","7.773,0000"
"13/07/2022","14:10:08","99.555,0000","99.630,0000","99.555,0000","99.630,0000","98.670,0000","10.984,0000","-6.841,0000","4.143,0000"
"13/07/2022","14:07:54","99.630,0000","99.650,0000","99.555,0000","99.555,0000","98.670,0000","15.772,0000","-25.902,0000","-10.130,0000"
"13/07/2022","14:07:23","99.705,0000","99.710,0000","99.630,0000","99.630,0000","98.670,0000","3.318,0000","-10.515,0000","-7.197,0000"
"13/07/2022","14:05:46","99.780,0000","99.810,0000","99.705,0000","99.705,0000","98.670,0000","16.199,0000","-21.156,0000","-4.957,0000"
"13/07/2022","14:02:27","99.705,0000","99.780,0000","99.655,0000","99.780,0000","98.670,0000","48.787,0000","-41.976,0000","6.811,0000"
"13/07/2022","14:02:23","99.630,0000","99.705,0000","99.615,0000","99.705,0000","98.670,0000","8.636,0000","-772,0000","7.864,0000"
"13/07/2022","14:02:17","99.555,0000","99.630,0000","99.555,0000","99.630,0000","98.670,0000","3.285,0000","-1.736,0000","1.549,0000"
"13/07/2022","13:59:51","99.630,0000","99.650,0000","99.555,0000","99.555,0000","98.670,0000","19.399,0000","-21.911,0000","-2.512,0000"
"13/07/2022","13:52:11","99.555,0000","99.630,0000","99.490,0000","99.630,0000","98.670,0000","51.897,0000","-46.226,0000","5.671,0000"
"13/07/2022","13:49:32","99.480,0000","99.555,0000","99.450,0000","99.555,0000","98.670,0000","29.669,0000","-20.028,0000","9.641,0000"
"13/07/2022","13:42:47","99.405,0000","99.480,0000","99.365,0000","99.480,0000","98.670,0000","40.106,0000","-35.173,0000","4.933,0000"
"13/07/2022","13:40:23","99.480,0000","99.535,0000","99.405,0000","99.405,0000","98.670,0000","8.782,0000","-17.416,0000","-8.634,0000"
"13/07/2022","13:38:36","99.555,0000","99.565,0000","99.480,0000","99.480,0000","98.670,0000","6.873,0000","-10.377,0000","-3.504,0000"
"13/07/2022","13:36:35","99.480,0000","99.555,0000","99.445,0000","99.555,0000","98.670,0000","16.866,0000","-13.215,0000","3.651,0000"
"13/07/2022","13:33:42","99.555,0000","99.585,0000","99.480,0000","99.480,0000","98.670,0000","17.181,0000","-18.350,0000","-1.169,0000"
"13/07/2022","13:31:06","99.480,0000","99.555,0000","99.470,0000","99.555,0000","98.670,0000","16.551,0000","-15.727,0000","824,0000"
"13/07/2022","13:29:14","99.555,0000","99.570,0000","99.480,0000","99.480,0000","98.670,0000","13.015,0000","-15.339,0000","-2.324,0000"
"13/07/2022","13:24:22","99.480,0000","99.555,0000","99.435,0000","99.555,0000","98.670,0000","35.100,0000","-25.358,0000","9.742,0000"
"13/07/2022","13:19:41","99.405,0000","99.480,0000","99.350,0000","99.480,0000","98.670,0000","43.138,0000","-36.036,0000","7.102,0000"
"13/07/2022","13:16:20","99.330,0000","99.405,0000","99.305,0000","99.405,0000","98.670,0000","30.106,0000","-24.861,0000","5.245,0000"
"13/07/2022","13:12:34","99.405,0000","99.455,0000","99.330,0000","99.330,0000","98.670,0000","27.239,0000","-32.279,0000","-5.040,0000"
"13/07/2022","13:11:22","99.480,0000","99.495,0000","99.405,0000","99.405,0000","98.670,0000","6.844,0000","-15.718,0000","-8.874,0000"
"13/07/2022","13:08:08","99.555,0000","99.595,0000","99.480,0000","99.480,0000","98.670,0000","27.937,0000","-31.376,0000","-3.439,0000"
"13/07/2022","13:00:42","99.480,0000","99.555,0000","99.410,0000","99.555,0000","98.670,0000","48.609,0000","-43.666,0000","4.943,0000"
"13/07/2022","13:00:05","99.405,0000","99.480,0000","99.375,0000","99.480,0000","98.670,0000","13.982,0000","-7.161,0000","6.821,0000"
"13/07/2022","12:59:32","99.330,0000","99.405,0000","99.310,0000","99.405,0000","98.670,0000","17.257,0000","-10.091,0000","7.166,0000"
"13/07/2022","12:59:21","99.405,0000","99.410,0000","99.330,0000","99.330,0000","98.670,0000","5.293,0000","-13.364,0000","-8.071,0000"
"13/07/2022","12:58:17","99.480,0000","99.515,0000","99.405,0000","99.405,0000","98.670,0000","9.751,0000","-22.341,0000","-12.590,0000"
"13/07/2022","12:55:00","99.555,0000","99.580,0000","99.480,0000","99.480,0000","98.670,0000","27.030,0000","-35.729,0000","-8.699,0000"
"13/07/2022","12:53:37","99.630,0000","99.640,0000","99.555,0000","99.555,0000","98.670,0000","11.073,0000","-18.041,0000","-6.968,0000"
"13/07/2022","12:52:16","99.705,0000","99.730,0000","99.630,0000","99.630,0000","98.670,0000","8.773,0000","-12.450,0000","-3.677,0000"
"13/07/2022","12:45:25","99.630,0000","99.705,0000","99.565,0000","99.705,0000","98.670,0000","52.194,0000","-51.598,0000","596,0000"
"13/07/2022","12:44:51","99.705,0000","99.710,0000","99.630,0000","99.630,0000","98.670,0000","4.081,0000","-13.650,0000","-9.569,0000"
"13/07/2022","12:41:55","99.780,0000","99.820,0000","99.705,0000","99.705,0000","98.670,0000","23.902,0000","-28.498,0000","-4.596,0000"
"13/07/2022","12:31:05","99.705,0000","99.780,0000","99.645,0000","99.780,0000","98.670,0000","67.308,0000","-65.311,0000","1.997,0000"
"13/07/2022","12:30:51","99.630,0000","99.705,0000","99.630,0000","99.705,0000","98.670,0000","3.887,0000","-1.743,0000","2.144,0000"
"13/07/2022","12:26:55","99.705,0000","99.760,0000","99.630,0000","99.630,0000","98.670,0000","30.606,0000","-36.081,0000","-5.475,0000"
"13/07/2022","12:25:41","99.630,0000","99.705,0000","99.595,0000","99.705,0000","98.670,0000","17.044,0000","-16.386,0000","658,0000"
"13/07/2022","12:25:01","99.705,0000","99.720,0000","99.630,0000","99.630,0000","98.670,0000","9.575,0000","-23.000,0000","-13.425,0000"
"13/07/2022","12:23:00","99.780,0000","99.800,0000","99.705,0000","99.705,0000","98.670,0000","15.435,0000","-23.021,0000","-7.586,0000"
"13/07/2022","12:21:22","99.855,0000","99.870,0000","99.780,0000","99.780,0000","98.670,0000","9.887,0000","-11.468,0000","-1.581,0000"
"13/07/2022","12:20:18","99.780,0000","99.855,0000","99.755,0000","99.855,0000","98.670,0000","18.903,0000","-15.581,0000","3.322,0000"
"13/07/2022","12:18:59","99.855,0000","99.905,0000","99.780,0000","99.780,0000","98.670,0000","15.135,0000","-25.319,0000","-10.184,0000"
"13/07/2022","12:18:08","99.930,0000","99.955,0000","99.855,0000","99.855,0000","98.670,0000","8.931,0000","-18.592,0000","-9.661,0000"
"13/07/2022","12:17:47","100.005,0000","100.020,0000","99.930,0000","99.930,0000","98.670,0000","11.347,0000","-11.320,0000","27,0000"
"13/07/2022","12:14:12","99.930,0000","100.005,0000","99.875,0000","100.005,0000","98.670,0000","38.492,0000","-28.340,0000","10.152,0000"
"13/07/2022","12:12:10","99.855,0000","99.930,0000","99.810,0000","99.930,0000","98.670,0000","18.402,0000","-16.114,0000","2.288,0000"
"13/07/2022","12:10:37","99.930,0000","99.955,0000","99.855,0000","99.855,0000","98.670,0000","10.606,0000","-13.858,0000","-3.252,0000"
"13/07/2022","12:09:06","99.855,0000","99.930,0000","99.815,0000","99.930,0000","98.670,0000","11.271,0000","-11.423,0000","-152,0000"
"13/07/2022","12:08:55","99.930,0000","99.935,0000","99.855,0000","99.855,0000","98.670,0000","2.409,0000","-4.196,0000","-1.787,0000"
"13/07/2022","12:08:44","99.855,0000","99.930,0000","99.850,0000","99.930,0000","98.670,0000","5.966,0000","-1.294,0000","4.672,0000"
"13/07/2022","12:07:57","99.780,0000","99.855,0000","99.745,0000","99.855,0000","98.670,0000","13.078,0000","-13.395,0000","-317,0000"
"13/07/2022","12:07:29","99.855,0000","99.875,0000","99.780,0000","99.780,0000","98.670,0000","6.216,0000","-13.210,0000","-6.994,0000"
"13/07/2022","12:06:50","99.930,0000","99.965,0000","99.855,0000","99.855,0000","98.670,0000","9.504,0000","-11.900,0000","-2.396,0000"
"13/07/2022","12:05:21","99.855,0000","99.930,0000","99.805,0000","99.930,0000","98.670,0000","35.073,0000","-21.314,0000","13.759,0000"
"13/07/2022","12:00:26","99.780,0000","99.855,0000","99.710,0000","99.855,0000","98.670,0000","58.396,0000","-55.147,0000","3.249,0000"
"13/07/2022","11:59:20","99.855,0000","99.920,0000","99.780,0000","99.780,0000","98.670,0000","19.760,0000","-29.330,0000","-9.570,0000"
"13/07/2022","11:57:57","99.930,0000","99.980,0000","99.855,0000","99.855,0000","98.670,0000","20.972,0000","-31.685,0000","-10.713,0000"
"13/07/2022","11:57:31","99.855,0000","99.930,0000","99.845,0000","99.930,0000","98.670,0000","22.795,0000","-11.189,0000","11.606,0000"
"13/07/2022","11:55:58","99.780,0000","99.855,0000","99.725,0000","99.855,0000","98.670,0000","33.979,0000","-27.491,0000","6.488,0000"
"13/07/2022","11:55:13","99.705,0000","99.780,0000","99.665,0000","99.780,0000","98.670,0000","14.883,0000","-14.799,0000","84,0000"
"13/07/2022","11:55:09","99.780,0000","99.790,0000","99.705,0000","99.705,0000","98.670,0000","2.569,0000","-4.439,0000","-1.870,0000"
"13/07/2022","11:53:56","99.705,0000","99.780,0000","99.665,0000","99.780,0000","98.670,0000","14.663,0000","-15.949,0000","-1.286,0000"
"13/07/2022","11:53:44","99.780,0000","99.785,0000","99.705,0000","99.705,0000","98.670,0000","1.602,0000","-4.270,0000","-2.668,0000"
"13/07/2022","11:52:27","99.705,0000","99.780,0000","99.680,0000","99.780,0000","98.670,0000","14.655,0000","-14.648,0000","7,0000"
"13/07/2022","11:51:11","99.780,0000","99.835,0000","99.705,0000","99.705,0000","98.670,0000","30.288,0000","-30.716,0000","-428,0000"
"13/07/2022","11:50:59","99.705,0000","99.780,0000","99.695,0000","99.780,0000","98.670,0000","8.749,0000","-2.191,0000","6.558,0000"
"13/07/2022","11:50:48","99.630,0000","99.705,0000","99.625,0000","99.705,0000","98.670,0000","4.003,0000","-3.246,0000","757,0000"
"13/07/2022","11:50:11","99.705,0000","99.755,0000","99.630,0000","99.630,0000","98.670,0000","14.952,0000","-16.542,0000","-1.590,0000"
"13/07/2022","11:49:40","99.630,0000","99.705,0000","99.625,0000","99.705,0000","98.670,0000","16.420,0000","-9.734,0000","6.686,0000"
"13/07/2022","11:49:13","99.555,0000","99.630,0000","99.540,0000","99.630,0000","98.670,0000","6.456,0000","-4.781,0000","1.675,0000"
"13/07/2022","11:48:18","99.630,0000","99.655,0000","99.555,0000","99.555,0000","98.670,0000","16.705,0000","-16.511,0000","194,0000"
"13/07/2022","11:46:46","99.555,0000","99.630,0000","99.515,0000","99.630,0000","98.670,0000","21.840,0000","-13.427,0000","8.413,0000"
"13/07/2022","11:46:06","99.480,0000","99.555,0000","99.455,0000","99.555,0000","98.670,0000","11.336,0000","-10.371,0000","965,0000"
"13/07/2022","11:45:16","99.555,0000","99.565,0000","99.480,0000","99.480,0000","98.670,0000","11.089,0000","-20.641,0000","-9.552,0000"
"13/07/2022","11:45:07","99.630,0000","99.640,0000","99.555,0000","99.555,0000","98.670,0000","4.065,0000","-6.885,0000","-2.820,0000"
"13/07/2022","11:44:43","99.555,0000","99.630,0000","99.535,0000","99.630,0000","98.670,0000","15.926,0000","-7.076,0000","8.850,0000"
"13/07/2022","11:42:21","99.480,0000","99.555,0000","99.430,0000","99.555,0000","98.670,0000","41.865,0000","-34.898,0000","6.967,0000"
"13/07/2022","11:41:58","99.405,0000","99.480,0000","99.390,0000","99.480,0000","98.670,0000","12.416,0000","-5.544,0000","6.872,0000"
"13/07/2022","11:41:08","99.330,0000","99.405,0000","99.305,0000","99.405,0000","98.670,0000","12.268,0000","-10.502,0000","1.766,0000"
"13/07/2022","11:39:57","99.405,0000","99.470,0000","99.330,0000","99.330,0000","98.670,0000","25.015,0000","-33.158,0000","-8.143,0000"
"13/07/2022","11:39:09","99.330,0000","99.405,0000","99.295,0000","99.405,0000","98.670,0000","18.099,0000","-10.405,0000","7.694,0000"
"13/07/2022","11:38:21","99.255,0000","99.330,0000","99.250,0000","99.330,0000","98.670,0000","23.510,0000","-11.118,0000","12.392,0000"
"13/07/2022","11:35:00","99.180,0000","99.255,0000","99.115,0000","99.255,0000","98.670,0000","49.865,0000","-45.993,0000","3.872,0000"
"13/07/2022","11:33:37","99.105,0000","99.180,0000","99.040,0000","99.180,0000","98.670,0000","17.806,0000","-18.943,0000","-1.137,0000"
"13/07/2022","11:32:36","99.180,0000","99.190,0000","99.105,0000","99.105,0000","98.670,0000","11.784,0000","-13.988,0000","-2.204,0000"
"13/07/2022","11:31:33","99.105,0000","99.180,0000","99.070,0000","99.180,0000","98.670,0000","26.646,0000","-17.754,0000","8.892,0000"
"13/07/2022","11:31:18","99.030,0000","99.105,0000","99.025,0000","99.105,0000","98.670,0000","14.885,0000","-5.167,0000","9.718,0000"
"13/07/2022","11:30:47","98.955,0000","99.030,0000","98.890,0000","99.030,0000","98.670,0000","11.782,0000","-14.253,0000","-2.471,0000"
"13/07/2022","11:30:22","99.030,0000","99.050,0000","98.955,0000","98.955,0000","98.670,0000","7.995,0000","-11.020,0000","-3.025,0000"
"13/07/2022","11:28:56","98.955,0000","99.030,0000","98.940,0000","99.030,0000","98.670,0000","21.008,0000","-17.619,0000","3.389,0000"
"13/07/2022","11:26:22","98.880,0000","98.955,0000","98.825,0000","98.955,0000","98.670,0000","43.222,0000","-34.496,0000","8.726,0000"
"13/07/2022","11:25:46","98.805,0000","98.880,0000","98.760,0000","98.880,0000","98.670,0000","14.360,0000","-5.125,0000","9.235,0000"
"13/07/2022","11:25:27","98.730,0000","98.805,0000","98.725,0000","98.805,0000","98.670,0000","11.788,0000","-3.200,0000","8.588,0000"
"13/07/2022","11:24:38","98.655,0000","98.730,0000","98.650,0000","98.730,0000","98.670,0000","7.364,0000","-6.773,0000","591,0000"
"13/07/2022","11:22:40","98.730,0000","98.755,0000","98.655,0000","98.655,0000","98.670,0000","21.074,0000","-23.478,0000","-2.404,0000"
