"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT","Compradores","Vendedores","Saldo"
"25/07/2022","15:35:36","101.015,0000","101.115,0000","101.010,0000","101.115,0000","101.080,0000","19.895,0000","-4.502,0000","15.393,0000"
"25/07/2022","15:23:40","100.915,0000","101.015,0000","100.850,0000","101.015,0000","101.080,0000","76.438,0000","-65.143,0000","11.295,0000"
"25/07/2022","14:50:04","100.815,0000","100.915,0000","100.740,0000","100.915,0000","101.080,0000","205.024,0000","-191.670,0000","13.354,0000"
"25/07/2022","14:47:47","100.915,0000","100.945,0000","100.815,0000","100.815,0000","101.080,0000","20.812,0000","-32.586,0000","-11.774,0000"
"25/07/2022","14:39:08","100.815,0000","100.915,0000","100.760,0000","100.915,0000","101.080,0000","65.373,0000","-50.094,0000","15.279,0000"
"25/07/2022","14:16:02","100.915,0000","100.960,0000","100.815,0000","100.815,0000","101.080,0000","98.876,0000","-107.115,0000","-8.239,0000"
"25/07/2022","14:09:30","101.015,0000","101.035,0000","100.915,0000","100.915,0000","101.080,0000","34.485,0000","-47.146,0000","-12.661,0000"
"25/07/2022","13:51:25","100.915,0000","101.015,0000","100.830,0000","101.015,0000","101.080,0000","105.459,0000","-98.079,0000","7.380,0000"
"25/07/2022","13:50:03","101.015,0000","101.015,0000","100.915,0000","100.915,0000","101.080,0000","6.798,0000","-18.978,0000","-12.180,0000"
"25/07/2022","13:40:10","100.915,0000","101.015,0000","100.905,0000","101.015,0000","101.080,0000","56.692,0000","-47.495,0000","9.197,0000"
"25/07/2022","13:15:12","100.815,0000","100.915,0000","100.725,0000","100.915,0000","101.080,0000","132.420,0000","-119.339,0000","13.081,0000"
"25/07/2022","12:51:55","100.915,0000","101.005,0000","100.815,0000","100.815,0000","101.080,0000","118.366,0000","-133.743,0000","-15.377,0000"
"25/07/2022","12:47:37","101.015,0000","101.050,0000","100.915,0000","100.915,0000","101.080,0000","23.451,0000","-33.884,0000","-10.433,0000"
"25/07/2022","12:27:18","100.915,0000","101.015,0000","100.870,0000","101.015,0000","101.080,0000","122.596,0000","-114.940,0000","7.656,0000"
"25/07/2022","12:20:13","100.815,0000","100.915,0000","100.785,0000","100.915,0000","101.080,0000","42.853,0000","-33.073,0000","9.780,0000"
"25/07/2022","12:15:41","100.715,0000","100.815,0000","100.680,0000","100.815,0000","101.080,0000","33.412,0000","-27.726,0000","5.686,0000"
"25/07/2022","11:58:56","100.815,0000","100.895,0000","100.715,0000","100.715,0000","101.080,0000","110.927,0000","-135.484,0000","-24.557,0000"
"25/07/2022","11:56:43","100.915,0000","100.915,0000","100.815,0000","100.815,0000","101.080,0000","10.616,0000","-15.713,0000","-5.097,0000"
"25/07/2022","11:51:22","100.815,0000","100.915,0000","100.790,0000","100.915,0000","101.080,0000","48.525,0000","-34.982,0000","13.543,0000"
"25/07/2022","11:48:55","100.715,0000","100.815,0000","100.700,0000","100.815,0000","101.080,0000","22.729,0000","-18.615,0000","4.114,0000"
"25/07/2022","11:44:48","100.815,0000","100.885,0000","100.715,0000","100.715,0000","101.080,0000","50.205,0000","-65.801,0000","-15.596,0000"
"25/07/2022","11:43:23","100.715,0000","100.815,0000","100.680,0000","100.815,0000","101.080,0000","31.142,0000","-18.537,0000","12.605,0000"
"25/07/2022","11:36:33","100.615,0000","100.715,0000","100.540,0000","100.715,0000","101.080,0000","76.360,0000","-65.894,0000","10.466,0000"
"25/07/2022","11:34:54","100.715,0000","100.755,0000","100.615,0000","100.615,0000","101.080,0000","23.567,0000","-39.094,0000","-15.527,0000"
"25/07/2022","11:31:27","100.815,0000","100.875,0000","100.715,0000","100.715,0000","101.080,0000","34.331,0000","-40.437,0000","-6.106,0000"
"25/07/2022","11:31:15","100.715,0000","100.815,0000","100.715,0000","100.815,0000","101.080,0000","3.622,0000","-754,0000","2.868,0000"
"25/07/2022","11:29:00","100.815,0000","100.850,0000","100.715,0000","100.715,0000","101.080,0000","23.425,0000","-28.095,0000","-4.670,0000"
"25/07/2022","11:27:23","100.715,0000","100.815,0000","100.685,0000","100.815,0000","101.080,0000","30.116,0000","-25.974,0000","4.142,0000"
"25/07/2022","11:27:18","100.815,0000","100.830,0000","100.715,0000","100.715,0000","101.080,0000","3.215,0000","-7.229,0000","-4.014,0000"
"25/07/2022","11:26:59","100.715,0000","100.815,0000","100.670,0000","100.815,0000","101.080,0000","20.633,0000","-18.972,0000","1.661,0000"
"25/07/2022","11:26:43","100.815,0000","100.840,0000","100.715,0000","100.715,0000","101.080,0000","7.447,0000","-24.288,0000","-16.841,0000"
"25/07/2022","11:25:55","100.915,0000","100.985,0000","100.815,0000","100.815,0000","101.080,0000","22.973,0000","-23.887,0000","-914,0000"
"25/07/2022","11:24:10","100.815,0000","100.915,0000","100.785,0000","100.915,0000","101.080,0000","23.903,0000","-20.483,0000","3.420,0000"
"25/07/2022","11:22:39","100.915,0000","100.925,0000","100.815,0000","100.815,0000","101.080,0000","15.286,0000","-30.703,0000","-15.417,0000"
"25/07/2022","11:22:09","101.015,0000","101.045,0000","100.915,0000","100.915,0000","101.080,0000","7.925,0000","-10.592,0000","-2.667,0000"
"25/07/2022","11:15:56","100.915,0000","101.015,0000","100.855,0000","101.015,0000","101.080,0000","62.865,0000","-55.539,0000","7.326,0000"
"25/07/2022","11:07:42","101.015,0000","101.100,0000","100.915,0000","100.915,0000","101.080,0000","80.861,0000","-91.421,0000","-10.560,0000"
"25/07/2022","11:06:10","100.915,0000","101.015,0000","100.820,0000","101.015,0000","101.080,0000","34.210,0000","-30.311,0000","3.899,0000"
"25/07/2022","11:03:53","101.015,0000","101.090,0000","100.915,0000","100.915,0000","101.080,0000","38.308,0000","-47.534,0000","-9.226,0000"
"25/07/2022","10:56:35","100.915,0000","101.015,0000","100.850,0000","101.015,0000","101.080,0000","114.114,0000","-99.201,0000","14.913,0000"
"25/07/2022","10:56:12","100.815,0000","100.915,0000","100.810,0000","100.915,0000","101.080,0000","24.682,0000","-6.013,0000","18.669,0000"
"25/07/2022","10:55:46","100.715,0000","100.815,0000","100.695,0000","100.815,0000","101.080,0000","12.679,0000","-13.752,0000","-1.073,0000"
"25/07/2022","10:49:37","100.815,0000","100.875,0000","100.715,0000","100.715,0000","101.080,0000","86.030,0000","-95.647,0000","-9.617,0000"
"25/07/2022","10:49:16","100.715,0000","100.815,0000","100.690,0000","100.815,0000","101.080,0000","17.117,0000","-7.547,0000","9.570,0000"
"25/07/2022","10:47:30","100.615,0000","100.715,0000","100.565,0000","100.715,0000","101.080,0000","30.845,0000","-30.407,0000","438,0000"
"25/07/2022","10:46:43","100.715,0000","100.740,0000","100.615,0000","100.615,0000","101.080,0000","9.528,0000","-11.571,0000","-2.043,0000"
"25/07/2022","10:46:18","100.615,0000","100.715,0000","100.610,0000","100.715,0000","101.080,0000","8.040,0000","-4.422,0000","3.618,0000"
"25/07/2022","10:45:11","100.715,0000","100.735,0000","100.615,0000","100.615,0000","101.080,0000","17.653,0000","-31.335,0000","-13.682,0000"
"25/07/2022","10:42:13","100.815,0000","100.855,0000","100.715,0000","100.715,0000","101.080,0000","42.121,0000","-55.239,0000","-13.118,0000"
"25/07/2022","10:41:11","100.715,0000","100.815,0000","100.695,0000","100.815,0000","101.080,0000","28.230,0000","-19.565,0000","8.665,0000"
"25/07/2022","10:40:43","100.615,0000","100.715,0000","100.595,0000","100.715,0000","101.080,0000","19.432,0000","-7.276,0000","12.156,0000"
"25/07/2022","10:38:51","100.515,0000","100.615,0000","100.425,0000","100.615,0000","101.080,0000","51.742,0000","-35.194,0000","16.548,0000"
"25/07/2022","10:36:58","100.415,0000","100.515,0000","100.340,0000","100.515,0000","101.080,0000","52.715,0000","-40.321,0000","12.394,0000"
"25/07/2022","10:36:37","100.315,0000","100.415,0000","100.300,0000","100.415,0000","101.080,0000","11.676,0000","-7.899,0000","3.777,0000"
"25/07/2022","10:34:27","100.415,0000","100.480,0000","100.315,0000","100.315,0000","101.080,0000","48.085,0000","-61.660,0000","-13.575,0000"
"25/07/2022","10:33:02","100.515,0000","100.570,0000","100.415,0000","100.415,0000","101.080,0000","20.473,0000","-38.554,0000","-18.081,0000"
"25/07/2022","10:31:03","100.615,0000","100.655,0000","100.515,0000","100.515,0000","101.080,0000","26.909,0000","-41.080,0000","-14.171,0000"
"25/07/2022","10:30:24","100.715,0000","100.745,0000","100.615,0000","100.615,0000","101.080,0000","13.669,0000","-14.101,0000","-432,0000"
"25/07/2022","10:29:05","100.615,0000","100.715,0000","100.605,0000","100.715,0000","101.080,0000","22.195,0000","-14.487,0000","7.708,0000"
"25/07/2022","10:28:11","100.715,0000","100.760,0000","100.615,0000","100.615,0000","101.080,0000","11.969,0000","-22.624,0000","-10.655,0000"
"25/07/2022","10:26:06","100.815,0000","100.845,0000","100.715,0000","100.715,0000","101.080,0000","28.715,0000","-41.162,0000","-12.447,0000"
"25/07/2022","10:25:09","100.715,0000","100.815,0000","100.700,0000","100.815,0000","101.080,0000","24.789,0000","-12.252,0000","12.537,0000"
"25/07/2022","10:22:37","100.615,0000","100.715,0000","100.530,0000","100.715,0000","101.080,0000","28.185,0000","-20.098,0000","8.087,0000"
"25/07/2022","10:19:46","100.515,0000","100.615,0000","100.425,0000","100.615,0000","101.080,0000","49.687,0000","-44.066,0000","5.621,0000"
"25/07/2022","10:17:38","100.615,0000","100.690,0000","100.515,0000","100.515,0000","101.080,0000","33.109,0000","-39.652,0000","-6.543,0000"
"25/07/2022","10:14:06","100.515,0000","100.615,0000","100.455,0000","100.615,0000","101.080,0000","65.011,0000","-55.811,0000","9.200,0000"
"25/07/2022","10:13:55","100.615,0000","100.625,0000","100.515,0000","100.515,0000","101.080,0000","4.252,0000","-21.169,0000","-16.917,0000"
"25/07/2022","10:12:50","100.715,0000","100.770,0000","100.615,0000","100.615,0000","101.080,0000","11.131,0000","-28.864,0000","-17.733,0000"
"25/07/2022","10:12:19","100.815,0000","100.825,0000","100.715,0000","100.715,0000","101.080,0000","6.128,0000","-13.232,0000","-7.104,0000"
"25/07/2022","10:10:52","100.715,0000","100.815,0000","100.705,0000","100.815,0000","101.080,0000","36.880,0000","-20.727,0000","16.153,0000"
"25/07/2022","10:09:49","100.615,0000","100.715,0000","100.585,0000","100.715,0000","101.080,0000","26.924,0000","-18.336,0000","8.588,0000"
"25/07/2022","10:03:10","100.715,0000","100.785,0000","100.615,0000","100.615,0000","101.080,0000","64.476,0000","-84.903,0000","-20.427,0000"
"25/07/2022","10:01:06","100.615,0000","100.715,0000","100.560,0000","100.715,0000","101.080,0000","45.546,0000","-28.949,0000","16.597,0000"
"25/07/2022","09:58:45","100.515,0000","100.615,0000","100.435,0000","100.615,0000","101.080,0000","53.654,0000","-39.124,0000","14.530,0000"
"25/07/2022","09:54:06","100.415,0000","100.515,0000","100.395,0000","100.515,0000","101.080,0000","32.559,0000","-22.198,0000","10.361,0000"
"25/07/2022","09:50:14","100.515,0000","100.550,0000","100.415,0000","100.415,0000","101.080,0000","26.860,0000","-36.529,0000","-9.669,0000"
"25/07/2022","09:38:23","100.415,0000","100.515,0000","100.370,0000","100.515,0000","101.080,0000","75.819,0000","-69.004,0000","6.815,0000"
"25/07/2022","09:35:41","100.515,0000","100.515,0000","100.415,0000","100.415,0000","101.080,0000","6.826,0000","-16.650,0000","-9.824,0000"
"25/07/2022","09:30:22","100.415,0000","100.515,0000","100.410,0000","100.515,0000","101.080,0000","26.655,0000","-15.483,0000","11.172,0000"
"25/07/2022","09:16:42","100.515,0000","100.560,0000","100.415,0000","100.415,0000","101.080,0000","60.463,0000","-59.232,0000","1.231,0000"
"25/07/2022","09:16:16","100.415,0000","100.515,0000","100.390,0000","100.515,0000","101.080,0000","13.326,0000","-8.913,0000","4.413,0000"
"25/07/2022","09:10:45","100.515,0000","100.530,0000","100.415,0000","100.415,0000","101.080,0000","22.519,0000","-36.116,0000","-13.597,0000"
"25/07/2022","09:08:50","100.615,0000","100.625,0000","100.515,0000","100.515,0000","101.080,0000","9.394,0000","-15.270,0000","-5.876,0000"
"25/07/2022","09:05:56","100.515,0000","100.615,0000","100.445,0000","100.615,0000","101.080,0000","24.095,0000","-15.449,0000","8.646,0000"
"25/07/2022","09:01:06","100.415,0000","100.515,0000","100.360,0000","100.515,0000","101.080,0000","37.733,0000","-34.800,0000","2.933,0000"
"25/07/2022","09:00:48","100.515,0000","100.560,0000","100.415,0000","100.415,0000","101.080,0000","10.851,0000","-14.639,0000","-3.788,0000"
"25/07/2022","09:00:44","100.415,0000","100.515,0000","100.410,0000","100.515,0000","101.080,0000","3.515,0000","-2.090,0000","1.425,0000"
"22/07/2022","18:01:20","99.950,0000","99.955,0000","99.950,0000","99.955,0000","101.080,0000","0,0000","0,0000","0,0000"
"22/07/2022","17:41:58","99.850,0000","99.955,0000","99.775,0000","99.950,0000","101.080,0000","34.051,0000","-38.322,0000","-4.271,0000"
"22/07/2022","17:37:17","99.950,0000","99.950,0000","99.850,0000","99.850,0000","101.080,0000","10.180,0000","-20.261,0000","-10.081,0000"
"22/07/2022","17:14:37","99.850,0000","99.950,0000","99.775,0000","99.950,0000","101.080,0000","55.336,0000","-44.008,0000","11.328,0000"
"22/07/2022","16:50:00","99.750,0000","99.850,0000","99.655,0000","99.850,0000","101.080,0000","128.837,0000","-129.416,0000","-579,0000"
"22/07/2022","16:46:43","99.650,0000","99.750,0000","99.645,0000","99.750,0000","101.080,0000","28.115,0000","-17.750,0000","10.365,0000"
"22/07/2022","16:35:03","99.750,0000","99.825,0000","99.650,0000","99.650,0000","101.080,0000","57.105,0000","-77.810,0000","-20.705,0000"
"22/07/2022","16:31:46","99.850,0000","99.875,0000","99.750,0000","99.750,0000","101.080,0000","34.511,0000","-33.544,0000","967,0000"
"22/07/2022","16:28:13","99.750,0000","99.850,0000","99.695,0000","99.850,0000","101.080,0000","57.891,0000","-49.123,0000","8.768,0000"
"22/07/2022","16:25:58","99.650,0000","99.750,0000","99.630,0000","99.750,0000","101.080,0000","20.182,0000","-19.420,0000","762,0000"
"22/07/2022","16:24:18","99.750,0000","99.760,0000","99.650,0000","99.650,0000","101.080,0000","14.263,0000","-26.347,0000","-12.084,0000"
"22/07/2022","16:22:52","99.650,0000","99.750,0000","99.625,0000","99.750,0000","101.080,0000","24.212,0000","-12.209,0000","12.003,0000"
"22/07/2022","16:19:24","99.550,0000","99.650,0000","99.515,0000","99.650,0000","101.080,0000","41.334,0000","-25.186,0000","16.148,0000"
"22/07/2022","16:13:30","99.450,0000","99.550,0000","99.415,0000","99.550,0000","101.080,0000","56.168,0000","-39.355,0000","16.813,0000"
"22/07/2022","15:53:12","99.350,0000","99.450,0000","99.260,0000","99.450,0000","101.080,0000","117.486,0000","-101.925,0000","15.561,0000"
"22/07/2022","15:45:27","99.250,0000","99.350,0000","99.220,0000","99.350,0000","101.080,0000","59.258,0000","-46.658,0000","12.600,0000"
"22/07/2022","15:33:27","99.150,0000","99.250,0000","99.110,0000","99.250,0000","101.080,0000","87.983,0000","-72.773,0000","15.210,0000"
"22/07/2022","15:32:45","99.050,0000","99.150,0000","99.045,0000","99.150,0000","101.080,0000","13.598,0000","-7.098,0000","6.500,0000"
"22/07/2022","15:30:49","99.150,0000","99.185,0000","99.050,0000","99.050,0000","101.080,0000","19.235,0000","-36.708,0000","-17.473,0000"
"22/07/2022","15:28:49","99.250,0000","99.265,0000","99.150,0000","99.150,0000","101.080,0000","9.975,0000","-12.787,0000","-2.812,0000"
"22/07/2022","15:25:48","99.150,0000","99.250,0000","99.145,0000","99.250,0000","101.080,0000","21.429,0000","-14.602,0000","6.827,0000"
"22/07/2022","15:19:39","99.250,0000","99.295,0000","99.150,0000","99.150,0000","101.080,0000","36.856,0000","-44.285,0000","-7.429,0000"
"22/07/2022","15:15:32","99.150,0000","99.250,0000","99.125,0000","99.250,0000","101.080,0000","35.780,0000","-31.768,0000","4.012,0000"
"22/07/2022","15:08:38","99.250,0000","99.340,0000","99.150,0000","99.150,0000","101.080,0000","68.692,0000","-83.263,0000","-14.571,0000"
"22/07/2022","15:03:05","99.350,0000","99.410,0000","99.250,0000","99.250,0000","101.080,0000","46.930,0000","-58.744,0000","-11.814,0000"
"22/07/2022","14:51:43","99.450,0000","99.545,0000","99.350,0000","99.350,0000","101.080,0000","90.761,0000","-105.934,0000","-15.173,0000"
"22/07/2022","14:44:51","99.550,0000","99.620,0000","99.450,0000","99.450,0000","101.080,0000","59.962,0000","-65.073,0000","-5.111,0000"
"22/07/2022","14:43:03","99.450,0000","99.550,0000","99.430,0000","99.550,0000","101.080,0000","20.278,0000","-14.231,0000","6.047,0000"
"22/07/2022","14:31:06","99.550,0000","99.600,0000","99.450,0000","99.450,0000","101.080,0000","86.457,0000","-99.132,0000","-12.675,0000"
"22/07/2022","14:19:31","99.650,0000","99.705,0000","99.550,0000","99.550,0000","101.080,0000","95.237,0000","-96.235,0000","-998,0000"
"22/07/2022","14:14:22","99.750,0000","99.810,0000","99.650,0000","99.650,0000","101.080,0000","39.016,0000","-45.400,0000","-6.384,0000"
"22/07/2022","14:13:34","99.850,0000","99.870,0000","99.750,0000","99.750,0000","101.080,0000","17.063,0000","-28.536,0000","-11.473,0000"
"22/07/2022","14:10:50","99.950,0000","99.975,0000","99.850,0000","99.850,0000","101.080,0000","16.452,0000","-32.421,0000","-15.969,0000"
"22/07/2022","14:01:13","100.050,0000","100.065,0000","99.950,0000","99.950,0000","101.080,0000","53.354,0000","-60.589,0000","-7.235,0000"
"22/07/2022","13:57:13","100.150,0000","100.175,0000","100.050,0000","100.050,0000","101.080,0000","15.719,0000","-29.021,0000","-13.302,0000"
"22/07/2022","13:32:49","100.250,0000","100.315,0000","100.150,0000","100.150,0000","101.080,0000","111.603,0000","-129.130,0000","-17.527,0000"
"22/07/2022","13:31:42","100.150,0000","100.250,0000","100.150,0000","100.250,0000","101.080,0000","22.089,0000","-10.987,0000","11.102,0000"
"22/07/2022","13:28:03","100.050,0000","100.150,0000","100.030,0000","100.150,0000","101.080,0000","37.105,0000","-20.426,0000","16.679,0000"
"22/07/2022","13:27:24","99.950,0000","100.050,0000","99.945,0000","100.050,0000","101.080,0000","8.879,0000","-5.049,0000","3.830,0000"
"22/07/2022","13:16:08","100.050,0000","100.085,0000","99.950,0000","99.950,0000","101.080,0000","48.169,0000","-58.917,0000","-10.748,0000"
"22/07/2022","13:10:43","99.950,0000","100.050,0000","99.865,0000","100.050,0000","101.080,0000","45.182,0000","-43.434,0000","1.748,0000"
"22/07/2022","12:52:41","100.050,0000","100.110,0000","99.950,0000","99.950,0000","101.080,0000","100.029,0000","-113.020,0000","-12.991,0000"
"22/07/2022","12:36:01","99.950,0000","100.050,0000","99.870,0000","100.050,0000","101.080,0000","116.673,0000","-109.151,0000","7.522,0000"
"22/07/2022","12:35:24","100.050,0000","100.050,0000","99.950,0000","99.950,0000","101.080,0000","5.072,0000","-7.791,0000","-2.719,0000"
"22/07/2022","12:34:34","99.950,0000","100.050,0000","99.945,0000","100.050,0000","101.080,0000","10.623,0000","-5.939,0000","4.684,0000"
"22/07/2022","12:31:53","100.050,0000","100.090,0000","99.950,0000","99.950,0000","101.080,0000","21.393,0000","-33.409,0000","-12.016,0000"
"22/07/2022","12:28:56","100.150,0000","100.160,0000","100.050,0000","100.050,0000","101.080,0000","20.573,0000","-30.635,0000","-10.062,0000"
"22/07/2022","12:21:28","100.050,0000","100.150,0000","99.975,0000","100.150,0000","101.080,0000","60.409,0000","-54.450,0000","5.959,0000"
"22/07/2022","12:16:15","100.150,0000","100.195,0000","100.050,0000","100.050,0000","101.080,0000","45.795,0000","-54.131,0000","-8.336,0000"
"22/07/2022","12:15:01","100.250,0000","100.265,0000","100.150,0000","100.150,0000","101.080,0000","9.710,0000","-19.043,0000","-9.333,0000"
"22/07/2022","12:14:13","100.350,0000","100.350,0000","100.250,0000","100.250,0000","101.080,0000","3.795,0000","-9.510,0000","-5.715,0000"
"22/07/2022","12:11:19","100.250,0000","100.350,0000","100.240,0000","100.350,0000","101.080,0000","31.067,0000","-20.695,0000","10.372,0000"
"22/07/2022","12:08:45","100.150,0000","100.250,0000","100.125,0000","100.250,0000","101.080,0000","24.204,0000","-17.924,0000","6.280,0000"
"22/07/2022","12:07:22","100.250,0000","100.255,0000","100.150,0000","100.150,0000","101.080,0000","7.157,0000","-12.880,0000","-5.723,0000"
"22/07/2022","12:05:28","100.150,0000","100.250,0000","100.135,0000","100.250,0000","101.080,0000","21.895,0000","-13.374,0000","8.521,0000"
"22/07/2022","12:03:57","100.250,0000","100.255,0000","100.150,0000","100.150,0000","101.080,0000","20.339,0000","-29.881,0000","-9.542,0000"
"22/07/2022","12:00:26","100.350,0000","100.385,0000","100.250,0000","100.250,0000","101.080,0000","25.445,0000","-40.932,0000","-15.487,0000"
"22/07/2022","11:57:39","100.450,0000","100.485,0000","100.350,0000","100.350,0000","101.080,0000","30.279,0000","-40.731,0000","-10.452,0000"
"22/07/2022","11:54:33","100.350,0000","100.450,0000","100.340,0000","100.450,0000","101.080,0000","39.799,0000","-29.664,0000","10.135,0000"
"22/07/2022","11:43:11","100.250,0000","100.350,0000","100.220,0000","100.350,0000","101.080,0000","108.182,0000","-93.626,0000","14.556,0000"
"22/07/2022","11:41:59","100.150,0000","100.250,0000","100.135,0000","100.250,0000","101.080,0000","22.656,0000","-11.786,0000","10.870,0000"
"22/07/2022","11:33:40","100.050,0000","100.150,0000","99.985,0000","100.150,0000","101.080,0000","85.605,0000","-82.601,0000","3.004,0000"
"22/07/2022","11:29:01","99.950,0000","100.050,0000","99.885,0000","100.050,0000","101.080,0000","49.926,0000","-38.873,0000","11.053,0000"
"22/07/2022","11:26:57","99.850,0000","99.950,0000","99.755,0000","99.950,0000","101.080,0000","33.552,0000","-28.185,0000","5.367,0000"
"22/07/2022","11:25:28","99.950,0000","99.955,0000","99.850,0000","99.850,0000","101.080,0000","16.452,0000","-27.604,0000","-11.152,0000"
"22/07/2022","11:24:18","100.050,0000","100.060,0000","99.950,0000","99.950,0000","101.080,0000","9.152,0000","-11.940,0000","-2.788,0000"
"22/07/2022","11:23:27","99.950,0000","100.050,0000","99.915,0000","100.050,0000","101.080,0000","13.964,0000","-16.050,0000","-2.086,0000"
"22/07/2022","11:20:58","100.050,0000","100.095,0000","99.950,0000","99.950,0000","101.080,0000","35.715,0000","-44.413,0000","-8.698,0000"
"22/07/2022","11:20:03","100.150,0000","100.165,0000","100.050,0000","100.050,0000","101.080,0000","8.468,0000","-22.193,0000","-13.725,0000"
"22/07/2022","11:18:48","100.250,0000","100.270,0000","100.150,0000","100.150,0000","101.080,0000","14.527,0000","-23.128,0000","-8.601,0000"
"22/07/2022","11:16:07","100.150,0000","100.250,0000","100.080,0000","100.250,0000","101.080,0000","37.808,0000","-31.223,0000","6.585,0000"
"22/07/2022","11:15:07","100.050,0000","100.150,0000","100.030,0000","100.150,0000","101.080,0000","26.558,0000","-15.119,0000","11.439,0000"
"22/07/2022","11:13:39","99.950,0000","100.050,0000","99.930,0000","100.050,0000","101.080,0000","37.803,0000","-31.092,0000","6.711,0000"
"22/07/2022","11:12:10","99.850,0000","99.950,0000","99.780,0000","99.950,0000","101.080,0000","27.177,0000","-15.552,0000","11.625,0000"
"22/07/2022","11:11:22","99.750,0000","99.850,0000","99.740,0000","99.850,0000","101.080,0000","18.844,0000","-7.437,0000","11.407,0000"
"22/07/2022","11:09:45","99.650,0000","99.750,0000","99.640,0000","99.750,0000","101.080,0000","19.997,0000","-17.374,0000","2.623,0000"
"22/07/2022","11:06:52","99.750,0000","99.780,0000","99.650,0000","99.650,0000","101.080,0000","45.914,0000","-52.578,0000","-6.664,0000"
"22/07/2022","11:03:43","99.850,0000","99.935,0000","99.750,0000","99.750,0000","101.080,0000","48.291,0000","-50.303,0000","-2.012,0000"
"22/07/2022","11:00:27","99.750,0000","99.850,0000","99.690,0000","99.850,0000","101.080,0000","57.935,0000","-52.286,0000","5.649,0000"
"22/07/2022","10:59:55","99.850,0000","99.860,0000","99.750,0000","99.750,0000","101.080,0000","11.824,0000","-29.089,0000","-17.265,0000"
"22/07/2022","10:53:21","99.950,0000","100.030,0000","99.850,0000","99.850,0000","101.080,0000","74.543,0000","-85.503,0000","-10.960,0000"
"22/07/2022","10:52:38","100.050,0000","100.105,0000","99.950,0000","99.950,0000","101.080,0000","15.378,0000","-25.401,0000","-10.023,0000"
"22/07/2022","10:52:02","100.150,0000","100.160,0000","100.050,0000","100.050,0000","101.080,0000","12.916,0000","-27.339,0000","-14.423,0000"
"22/07/2022","10:50:19","100.250,0000","100.305,0000","100.150,0000","100.150,0000","101.080,0000","24.453,0000","-27.211,0000","-2.758,0000"
"22/07/2022","10:48:44","100.150,0000","100.250,0000","100.140,0000","100.250,0000","101.080,0000","25.218,0000","-19.089,0000","6.129,0000"
"22/07/2022","10:45:47","100.250,0000","100.325,0000","100.150,0000","100.150,0000","101.080,0000","44.337,0000","-54.522,0000","-10.185,0000"
"22/07/2022","10:45:28","100.350,0000","100.365,0000","100.250,0000","100.250,0000","101.080,0000","7.447,0000","-19.383,0000","-11.936,0000"
"22/07/2022","10:45:11","100.450,0000","100.455,0000","100.350,0000","100.350,0000","101.080,0000","6.899,0000","-11.729,0000","-4.830,0000"
"22/07/2022","10:44:23","100.350,0000","100.450,0000","100.300,0000","100.450,0000","101.080,0000","20.964,0000","-8.234,0000","12.730,0000"
"22/07/2022","10:38:41","100.250,0000","100.350,0000","100.175,0000","100.350,0000","101.080,0000","76.629,0000","-66.767,0000","9.862,0000"
