"Data","Hora","Abertura","Máxima","Mínima","Fechamento","ULT","Compradores","Vendedores","Saldo"
"25/07/2022","11:35:02","5.418,5000","5.421,5000","5.416,0000","5.421,5000","5.364,5000","19.109,0000","-11.174,0000","7.935,0000"
"25/07/2022","11:34:18","5.415,5000","5.418,5000","5.414,5000","5.418,5000","5.364,5000","7.521,0000","-2.577,0000","4.944,0000"
"25/07/2022","11:34:18","5.412,5000","5.415,5000","5.412,5000","5.415,5000","5.364,5000","4.061,0000","0,0000","4.061,0000"
"25/07/2022","11:33:41","5.409,5000","5.412,5000","5.408,5000","5.412,5000","5.364,5000","2.808,0000","-2.017,0000","791,0000"
"25/07/2022","11:32:17","5.412,5000","5.414,5000","5.409,5000","5.409,5000","5.364,5000","3.468,0000","-5.576,0000","-2.108,0000"
"25/07/2022","11:30:53","5.415,5000","5.416,5000","5.412,5000","5.412,5000","5.364,5000","5.297,0000","-4.193,0000","1.104,0000"
"25/07/2022","11:26:59","5.412,5000","5.415,5000","5.410,5000","5.415,5000","5.364,5000","18.002,0000","-10.781,0000","7.221,0000"
"25/07/2022","11:26:37","5.409,5000","5.412,5000","5.408,5000","5.412,5000","5.364,5000","4.374,0000","-2.775,0000","1.599,0000"
"25/07/2022","11:26:31","5.406,5000","5.409,5000","5.406,5000","5.409,5000","5.364,5000","867,0000","-225,0000","642,0000"
"25/07/2022","11:25:53","5.409,5000","5.410,5000","5.406,5000","5.406,5000","5.364,5000","2.362,0000","-5.938,0000","-3.576,0000"
"25/07/2022","11:25:35","5.412,5000","5.413,0000","5.409,5000","5.409,5000","5.364,5000","550,0000","-3.379,0000","-2.829,0000"
"25/07/2022","11:22:48","5.415,5000","5.416,5000","5.412,5000","5.412,5000","5.364,5000","7.081,0000","-6.324,0000","757,0000"
"25/07/2022","11:21:38","5.412,5000","5.415,5000","5.411,5000","5.415,5000","5.364,5000","3.547,0000","-1.019,0000","2.528,0000"
"25/07/2022","11:20:45","5.409,5000","5.412,5000","5.409,5000","5.412,5000","5.364,5000","2.964,0000","-1.766,0000","1.198,0000"
"25/07/2022","11:19:28","5.412,5000","5.414,0000","5.409,5000","5.409,5000","5.364,5000","3.197,0000","-5.043,0000","-1.846,0000"
"25/07/2022","11:17:59","5.415,5000","5.416,0000","5.412,5000","5.412,5000","5.364,5000","2.668,0000","-3.923,0000","-1.255,0000"
"25/07/2022","11:17:17","5.412,5000","5.415,5000","5.412,5000","5.415,5000","5.364,5000","2.007,0000","-1.136,0000","871,0000"
"25/07/2022","11:17:03","5.415,5000","5.415,5000","5.412,5000","5.412,5000","5.364,5000","316,0000","-694,0000","-378,0000"
"25/07/2022","11:14:53","5.412,5000","5.415,5000","5.411,0000","5.415,5000","5.364,5000","12.334,0000","-9.807,0000","2.527,0000"
"25/07/2022","11:14:18","5.409,5000","5.412,5000","5.408,5000","5.412,5000","5.364,5000","5.087,0000","-1.853,0000","3.234,0000"
"25/07/2022","11:13:39","5.406,5000","5.409,5000","5.406,0000","5.409,5000","5.364,5000","3.366,0000","-3.079,0000","287,0000"
"25/07/2022","11:13:12","5.409,5000","5.411,0000","5.406,5000","5.406,5000","5.364,5000","1.972,0000","-6.816,0000","-4.844,0000"
"25/07/2022","11:12:41","5.412,5000","5.413,5000","5.409,5000","5.409,5000","5.364,5000","318,0000","-2.740,0000","-2.422,0000"
"25/07/2022","11:11:27","5.415,5000","5.416,0000","5.412,5000","5.412,5000","5.364,5000","5.352,0000","-3.460,0000","1.892,0000"
"25/07/2022","11:05:30","5.412,5000","5.415,5000","5.410,5000","5.415,5000","5.364,5000","18.273,0000","-14.282,0000","3.991,0000"
"25/07/2022","11:04:13","5.409,5000","5.412,5000","5.409,0000","5.412,5000","5.364,5000","4.971,0000","-4.814,0000","157,0000"
"25/07/2022","11:02:32","5.412,5000","5.414,0000","5.409,5000","5.409,5000","5.364,5000","7.387,0000","-8.915,0000","-1.528,0000"
"25/07/2022","11:00:02","5.415,5000","5.417,0000","5.412,5000","5.412,5000","5.364,5000","10.898,0000","-9.915,0000","983,0000"
"25/07/2022","10:59:39","5.412,5000","5.415,5000","5.411,0000","5.415,5000","5.364,5000","6.682,0000","-6.110,0000","572,0000"
"25/07/2022","10:59:19","5.415,5000","5.417,0000","5.412,5000","5.412,5000","5.364,5000","1.466,0000","-6.156,0000","-4.690,0000"
"25/07/2022","10:57:07","5.418,5000","5.421,0000","5.415,5000","5.415,5000","5.364,5000","9.724,0000","-6.797,0000","2.927,0000"
"25/07/2022","10:56:44","5.415,5000","5.418,5000","5.415,5000","5.418,5000","5.364,5000","1.791,0000","-722,0000","1.069,0000"
"25/07/2022","10:54:04","5.418,5000","5.420,0000","5.415,5000","5.415,5000","5.364,5000","13.124,0000","-14.600,0000","-1.476,0000"
"25/07/2022","10:52:36","5.421,5000","5.423,5000","5.418,5000","5.418,5000","5.364,5000","5.445,0000","-11.470,0000","-6.025,0000"
"25/07/2022","10:52:26","5.424,5000","5.425,0000","5.421,5000","5.421,5000","5.364,5000","262,0000","-3.786,0000","-3.524,0000"
"25/07/2022","10:51:47","5.427,5000","5.429,0000","5.424,5000","5.424,5000","5.364,5000","2.568,0000","-2.788,0000","-220,0000"
"25/07/2022","10:50:41","5.424,5000","5.427,5000","5.424,5000","5.427,5000","5.364,5000","5.436,0000","-3.652,0000","1.784,0000"
"25/07/2022","10:49:50","5.427,5000","5.430,0000","5.424,5000","5.424,5000","5.364,5000","5.139,0000","-9.455,0000","-4.316,0000"
"25/07/2022","10:49:40","5.430,5000","5.431,0000","5.427,5000","5.427,5000","5.364,5000","2.149,0000","-6.089,0000","-3.940,0000"
"25/07/2022","10:49:36","5.433,5000","5.433,5000","5.430,5000","5.430,5000","5.364,5000","1.486,0000","-5.948,0000","-4.462,0000"
"25/07/2022","10:46:38","5.436,5000","5.439,0000","5.433,5000","5.433,5000","5.364,5000","4.714,0000","-10.078,0000","-5.364,0000"
"25/07/2022","10:44:25","5.439,5000","5.441,5000","5.436,5000","5.436,5000","5.364,5000","4.001,0000","-10.464,0000","-6.463,0000"
"25/07/2022","10:42:37","5.442,5000","5.443,0000","5.439,5000","5.439,5000","5.364,5000","3.343,0000","-3.358,0000","-15,0000"
"25/07/2022","10:42:12","5.439,5000","5.442,5000","5.438,0000","5.442,5000","5.364,5000","2.352,0000","-3.467,0000","-1.115,0000"
"25/07/2022","10:38:51","5.442,5000","5.445,0000","5.439,5000","5.439,5000","5.364,5000","5.277,0000","-8.627,0000","-3.350,0000"
"25/07/2022","10:38:00","5.445,5000","5.446,0000","5.442,5000","5.442,5000","5.364,5000","2.025,0000","-1.529,0000","496,0000"
"25/07/2022","10:35:19","5.442,5000","5.445,5000","5.440,5000","5.445,5000","5.364,5000","10.448,0000","-8.375,0000","2.073,0000"
"25/07/2022","10:34:34","5.445,5000","5.445,5000","5.442,5000","5.442,5000","5.364,5000","1.152,0000","-2.401,0000","-1.249,0000"
"25/07/2022","10:33:59","5.442,5000","5.445,5000","5.442,5000","5.445,5000","5.364,5000","1.866,0000","-855,0000","1.011,0000"
"25/07/2022","10:33:34","5.445,5000","5.445,5000","5.442,5000","5.442,5000","5.364,5000","1.198,0000","-768,0000","430,0000"
"25/07/2022","10:32:18","5.442,5000","5.445,5000","5.440,5000","5.445,5000","5.364,5000","6.669,0000","-2.726,0000","3.943,0000"
"25/07/2022","10:30:49","5.439,5000","5.442,5000","5.437,5000","5.442,5000","5.364,5000","5.907,0000","-2.934,0000","2.973,0000"
"25/07/2022","10:30:30","5.436,5000","5.439,5000","5.436,0000","5.439,5000","5.364,5000","1.265,0000","-1.097,0000","168,0000"
"25/07/2022","10:29:18","5.439,5000","5.441,5000","5.436,5000","5.436,5000","5.364,5000","1.866,0000","-4.122,0000","-2.256,0000"
"25/07/2022","10:28:57","5.442,5000","5.442,5000","5.439,5000","5.439,5000","5.364,5000","1.299,0000","-1.217,0000","82,0000"
"25/07/2022","10:25:40","5.439,5000","5.442,5000","5.437,5000","5.442,5000","5.364,5000","9.302,0000","-8.100,0000","1.202,0000"
"25/07/2022","10:25:10","5.442,5000","5.443,5000","5.439,5000","5.439,5000","5.364,5000","1.350,0000","-5.728,0000","-4.378,0000"
"25/07/2022","10:21:49","5.445,5000","5.447,0000","5.442,5000","5.442,5000","5.364,5000","5.425,0000","-7.338,0000","-1.913,0000"
"25/07/2022","10:19:46","5.448,5000","5.451,0000","5.445,5000","5.445,5000","5.364,5000","9.845,0000","-8.192,0000","1.653,0000"
"25/07/2022","10:19:23","5.445,5000","5.448,5000","5.445,5000","5.448,5000","5.364,5000","2.127,0000","-1.156,0000","971,0000"
"25/07/2022","10:19:00","5.448,5000","5.448,5000","5.445,5000","5.445,5000","5.364,5000","456,0000","-1.369,0000","-913,0000"
